Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
F01,#198,2,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9880,7283,2597,0,"7,283.00",703,"1,894.00",0,,,,,,,,,,,,,,,,,,,,,,"6,463.63",219.67,"4,822.38",,,,,,,,,,,,,,,,,,
F01,#198,2,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9880,703,9177,0,"7,283.00",703,"1,894.00",0,,,,,,,,,,,,,,,,,,,,,,"2,877.31","1,143.30","1,266.68",,,,,,,,,,,,,,,,,,
G01,#199,3,1,0,allGFP,481.4,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"9,628.07",,,495.29,467.68,14109,4738,9371,"2,843.00","2,197.00","1,895.00","7,174.00",205.64,2.78,,,2.89,2.67,3,,,,,shortREF,0.93,,,0.96,0.89,48.08,,,49.07,47.08,"3,266.80",687.55,"1,553.70",,,,,488.47,474.38,,,2.83,2.72,,,0.94,0.91,,,48.58,47.57
G01,#199,3,1,0,shortREF,519.94,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"10,398.84",,,534.5,505.56,14109,5040,9069,"2,843.00","2,197.00","1,895.00","7,174.00",205.64,,,,,,,,,,,,,,,,,,,,,,"7,174.24",218.17,"2,703.01",,,,,527.35,512.58,,,,,,,,,,,,
H01,#200,3,1,0,shortREF,"2,962.84",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"59,256.88",,,"3,039.17","2,891.17",11106,10211,895,0,"10,211.00",0,895,0,,,,,,,,"2,521.32",,,,,,,,,,,,,,"6,158.13",304.57,"5,686.41",,,,,"3,001.17","2,925.73",,,,,,,,,,,,
H01,#200,3,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11106,0,11106,0,"10,211.00",0,895,0,,,,,,,,,,,,,,,,,,,,,,0,932.18,932.18,,,,,,,,,,,,,,,,,,
A02,#201,1,1,0,shortREF,"5,392.28",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"107,845.66",,,"5,638.03","5,189.11",10470,10363,107,0,"10,363.00",0,107,0,,,,,,,,"1,996.41",,,,,,,,,,,,,,"7,036.48",221.17,"6,966.83",,,,,"5,511.25","5,284.25",,,,,,,,,,,,
A02,#201,1,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,10470,0,10470,0,"10,363.00",0,107,0,,,,,,,,,,,,,,,,,,,,,,0,"2,997.36","2,997.36",,,,,,,,,,,,,,,,,,
B02,#202,3,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,10186,0,10186,0,0,0,"10,186.00",0,,,,,,,,,,,,,,,,,,,,,,0,195.07,195.07,,,,,,,,,,,,,,,,,,
B02,#202,3,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,10186,0,10186,0,0,0,"10,186.00",0,,,,,,,,,,,,,,,,,,,,,,0,614.54,614.54,,,,,,,,,,,,,,,,,,
C02,#203,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,10509,0,10509,0,0,0,"10,509.00",0,,,,,,,,,,,,,,,,,,,,,,0,196.29,196.29,,,,,,,,,,,,,,,,,,
C02,#203,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,10509,0,10509,0,0,0,"10,509.00",0,,,,,,,,,,,,,,,,,,,,,,0,605.83,605.83,,,,,,,,,,,,,,,,,,
D02,#204,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,10417,0,10417,0,0,0,"10,417.00",0,,,,,,,,,,,,,,,,,,,,,,0,199.58,199.58,,,,,,,,,,,,,,,,,,
D02,#204,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,10417,0,10417,0,0,0,"10,417.00",0,,,,,,,,,,,,,,,,,,,,,,0,604.3,604.3,,,,,,,,,,,,,,,,,,
E02,#205,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,7142,1259,5883,0,"1,259.00",0,"5,883.00",0,,,,,,,,553.8,,,,,,,,,,,,,,"1,093.53",198.44,356.23,,,,,,,,,,,,,,,,,,
E02,#205,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,7142,0,7142,0,"1,259.00",0,"5,883.00",0,,,,,,,,,,,,,,,,,,,,,,0,567.76,567.76,,,,,,,,,,,,,,,,,,
F02,#206,,,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,10994,0,10994,0,0,0,"10,994.00",0,,,,,,,,,,,,,,,,,,,,,,0,216.29,216.29,,,,,,,,,,,,,,,,,,
F02,#206,,,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,10994,0,10994,0,0,0,"10,994.00",0,,,,,,,,,,,,,,,,,,,,,,0,682.2,682.2,,,,,,,,,,,,,,,,,,
G02,#207,3,1,0,allGFP,974.06,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"19,481.19",,,996.26,952.27,14162,7974,6188,"3,867.00","1,482.00","4,107.00","4,706.00",235.95,5.24,,,5.42,5.05,3,,,,,shortREF,1.75,,,1.81,1.68,63.58,,,64.39,62.76,"3,671.01",694.13,"2,370.28",,,,,985.34,962.89,,,5.33,5.14,,,1.78,1.71,,,63.99,63.16
G02,#207,3,1,0,shortREF,558.04,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"11,160.81",,,573.23,543.04,14162,5349,8813,"3,867.00","1,482.00","4,107.00","4,706.00",235.95,,,,,,,,,,,,,,,,,,,,,,"7,240.89",221.42,"2,872.68",,,,,565.77,550.36,,,,,,,,,,,,
H02,#208,1,1,1,allGFP,36.84,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,736.76,,,40.31,33.37,14046,433,13613,223,152,210,"13,461.00",18.63,3.47,,,3.95,2.99,3,,,,,shortREF,1.16,,,1.32,1,53.64,,,57.08,50.2,"3,597.52",681.48,771.37,,,,,38.61,35.07,,,3.72,3.23,,,1.24,1.08,,,55.4,51.89
H02,#208,1,1,1,shortREF,31.84,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,636.73,,,35.06,28.62,14046,375,13671,223,152,210,"13,461.00",18.63,,,,,,,,"1,227.35",,,,,,,,,,,,,,"7,262.78",216.09,404.22,,,,,33.48,30.19,,,,,,,,,,,,
A03,#209,,1,0,shortREF,0.73,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,14.63,,,1.37,0.33,12869,8,12861,0,8,0,"12,861.00",0,,,,,,,,282.09,,,,,,,,,,,,,,"1,037.74",204.75,205.27,,,,,1.02,0.5,,,,,,,,,,,,
A03,#209,,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12869,0,12869,0,8,0,"12,861.00",0,,,,,,,,,,,,,,,,,,,,,,0,677.86,677.86,,,,,,,,,,,,,,,,,,
B03,#210,1,1,1,allGFP,251.38,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,027.52",,,261.72,241.13,11950,2299,9651,"1,670.00",778,629,"8,873.00",170.8,2.8,,,2.96,2.64,3,,,,,shortREF,0.93,,,0.99,0.88,48.24,,,49.67,46.82,"3,123.56",669.18,"1,141.37",,,,,256.64,246.14,,,2.88,2.71,,,0.96,0.9,,,48.97,47.52
B03,#210,1,1,1,shortREF,269.68,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,393.62",,,280.44,259.02,11950,2448,9502,"1,670.00",778,629,"8,873.00",170.8,,,,,,,,,,,,,,,,,,,,,,"7,170.95",208.2,"1,634.55",,,,,275.16,264.23,,,,,,,,,,,,
C03,#211,,,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,15017,0,15017,0,0,0,"15,017.00",0,,,,,,,,,,,,,,,,,,,,,,0,207.81,207.81,,,,,,,,,,,,,,,,,,
C03,#211,,,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,15017,0,15017,0,0,0,"15,017.00",0,,,,,,,,,,,,,,,,,,,,,,0,664.02,664.02,,,,,,,,,,,,,,,,,,
D03,#212,,,0,allGFP,0.49,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,9.73,,,1,0.19,14506,6,14500,0,2,6,"14,498.00",0,9,,,24.62,0,3,,,,,shortREF,3,,,8.21,0,75,,,107.54,42.47,"3,684.48",664.59,665.84,,,,,0.72,0.31,,,16.67,1.34,,,5.56,0.45,,,90.97,59.04
D03,#212,,,0,shortREF,0.16,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,3.24,,,0.52,0.02,14506,2,14504,0,2,6,"14,498.00",0,,,,,,,,,,,,,,,,,,,,,,"6,887.96",211.16,212.08,,,,,0.31,0.07,,,,,,,,,,,,
E03,#213,3,1,0,allGFP,26.81,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,536.24,,,30.22,23.42,10607,239,10368,0,"9,703.00",239,665,0,0.03,,,0.03,0.02,3,,,,,shortREF,0.01,,,0.01,0.01,0.92,,,1.03,0.8,"2,216.78",826.58,857.9,,,,,28.55,25.08,,,0.03,0.03,,,0.01,0.01,,,0.98,0.86
E03,#213,3,1,0,shortREF,"2,896.99",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"57,939.77",,,"2,972.73","2,825.83",10607,9703,904,0,"9,703.00",239,665,0,,,,,,,,,,,,,,,,,,,,,,"5,920.16",220.41,"5,434.39",,,,,"2,935.02","2,860.15",,,,,,,,,,,,
F03,#214,3,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,12008,0,12008,0,0,0,"12,008.00",0,,,,,,,,,,,,,,,,,,,,,,0,203.99,203.99,,,,,,,,,,,,,,,,,,
F03,#214,3,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12008,0,12008,0,0,0,"12,008.00",0,,,,,,,,,,,,,,,,,,,,,,0,615.85,615.85,,,,,,,,,,,,,,,,,,
G03,#215,,1,0,shortREF,1.17,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,23.41,,,1.97,0.62,12068,12,12056,0,12,0,"12,056.00",0,,,,,,,,295.27,,,,,,,,,,,,,,"2,666.49",216.44,218.88,,,,,1.54,0.86,,,,,,,,,,,,
G03,#215,,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12068,0,12068,0,12,0,"12,056.00",0,,,,,,,,,,,,,,,,,,,,,,0,680.15,680.15,,,,,,,,,,,,,,,,,,
H03,#216,3,1,0,allGFP,78.17,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,563.37",,,83.44,72.92,13207,849,12358,407,882,442,"11,476.00",33.71,1.94,,,2.11,1.77,3,,,,,shortREF,0.65,,,0.7,0.59,39.28,,,41.35,37.22,"3,435.49",684.79,861.62,,,,,80.85,75.49,,,2.03,1.86,,,0.68,0.62,,,40.34,38.23
H03,#216,3,1,0,shortREF,120.82,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,416.40",,,127.44,114.24,13207,1289,11918,407,882,442,"11,476.00",33.71,,,,,,,,"1,493.20",,,,,,,,,,,,,,"7,232.95",220.41,904.83,,,,,124.19,117.46,,,,,,,,,,,,
A04,#217,3,1,0,allGFP,135.84,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,716.88",,,142.7,129.02,13911,1517,12394,890,"1,504.00",627,"10,890.00",69.99,1.83,,,1.95,1.72,3,,,,,shortREF,0.61,,,0.65,0.57,37.94,,,39.46,36.43,"3,547.51",689.44,"1,001.12",,,,,139.34,132.36,,,1.89,1.77,,,0.63,0.59,,,38.72,37.17
A04,#217,3,1,0,shortREF,222.18,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,443.66",,,231.13,213.3,13911,2394,11517,890,"1,504.00",627,"10,890.00",69.99,,,,,,,,,,,,,,,,,,,,,,"7,538.59",211.88,"1,472.77",,,,,226.74,217.64,,,,,,,,,,,,
B04,#218,3,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9588,0,9588,0,0,0,"9,588.00",0,,,,,,,,,,,,,,,,,,,,,,0,191.68,191.68,,,,,,,,,,,,,,,,,,
B04,#218,3,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9588,0,9588,0,0,0,"9,588.00",0,,,,,,,,,,,,,,,,,,,,,,0,603.78,603.78,,,,,,,,,,,,,,,,,,
C04,#219,1,1,1,allGFP,354.71,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,094.14",,,366.07,343.45,14622,3806,10816,"1,882.00","1,040.00","1,924.00","9,776.00",143.34,4.06,,,4.25,3.86,3,,,,,shortREF,1.35,,,1.42,1.29,57.49,,,58.67,56.31,"3,510.04",669.03,"1,408.52",,,,,360.49,348.95,,,4.16,3.96,,,1.39,1.32,,,58.09,56.89
C04,#219,1,1,1,shortREF,262.28,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,245.61",,,271.85,252.79,14622,2922,11700,"1,882.00","1,040.00","1,924.00","9,776.00",143.34,,,,,,,,,,,,,,,,,,,,,,"7,083.62",214.69,"1,587.35",,,,,267.15,257.43,,,,,,,,,,,,
D04,#220,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,11207,0,11207,0,0,0,"11,207.00",0,,,,,,,,,,,,,,,,,,,,,,0,198.85,198.85,,,,,,,,,,,,,,,,,,
D04,#220,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,11207,0,11207,0,0,0,"11,207.00",0,,,,,,,,,,,,,,,,,,,,,,0,602.11,602.11,,,,,,,,,,,,,,,,,,
E04,#221,1,1,1,allGFP,249.31,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,986.26",,,258.97,239.74,13573,2592,10981,"1,357.00","1,347.00","1,235.00","9,634.00",107.41,2.86,,,3.02,2.71,3,,,,,shortREF,0.95,,,1.01,0.9,48.82,,,50.17,47.47,"3,277.22",686.52,"1,181.26",,,,,254.23,244.42,,,2.94,2.78,,,0.98,0.93,,,49.51,48.13
E04,#221,1,1,1,shortREF,261.37,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,227.48",,,271.29,251.54,13573,2704,10869,"1,357.00","1,347.00","1,235.00","9,634.00",107.41,,,,,,,,,,,,,,,,,,,,,,"7,187.32",219.04,"1,607.25",,,,,266.42,256.35,,,,,,,,,,,,
F04,#222,1,1,1,allGFP,569.06,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"11,381.26",,,584.14,554.18,14743,5654,9089,"4,246.00","1,445.00","1,408.00","7,644.00",370.16,2.97,,,3.09,2.86,3,,,,,shortREF,0.99,,,1.03,0.95,49.79,,,50.72,48.86,"3,192.91",696.95,"1,654.16",,,,,576.73,561.45,,,3.03,2.92,,,1.01,0.97,,,50.26,49.32
F04,#222,1,1,1,shortREF,573.86,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"11,477.24",,,589.02,558.9,14743,5691,9052,"4,246.00","1,445.00","1,408.00","7,644.00",370.16,,,,,,,,,,,,,,,,,,,,,,"7,087.58",226.9,"2,875.21",,,,,581.57,566.2,,,,,,,,,,,,
G04,#223,1,1,0,allGFP,52.9,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,058.09",,,57.14,48.69,13713,603,13110,288,603,315,"12,507.00",23.64,2.01,,,2.22,1.8,3,,,,,shortREF,0.67,,,0.74,0.6,40.1,,,42.58,37.61,"3,533.36",693.62,818.49,,,,,55.06,50.75,,,2.11,1.9,,,0.7,0.63,,,41.36,38.83
G04,#223,1,1,0,shortREF,79.04,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,580.75",,,84.24,73.86,13713,891,12822,288,603,315,"12,507.00",23.64,,,,,,,,,,,,,,,,,,,,,,"7,219.02",221.99,676.62,,,,,81.69,76.39,,,,,,,,,,,,
H04,#224,2,1,0,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,9927,0,9927,0,0,0,"9,927.00",0,,,,,,,,,,,,,,,,,,,,,,0,208.16,208.16,,,,,,,,,,,,,,,,,,
H04,#224,2,1,0,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,9927,0,9927,0,0,0,"9,927.00",0,,,,,,,,,,,,,,,,,,,,,,0,622.78,622.78,,,,,,,,,,,,,,,,,,
A05,#225,,1,0,allGFP,0.51,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,10.16,,,0.99,0.22,16222,7,16215,1,13,6,"16,202.00",0.07,1.5,,,2.89,0.11,3,,,,,shortREF,0.5,,,0.96,0.04,33.33,,,53.96,12.7,"3,967.33",684.71,686.13,,,,,0.73,0.34,,,2.2,0.8,,,0.73,0.27,,,43.7,22.96
A05,#225,,1,0,shortREF,1.02,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,20.32,,,1.65,0.57,16222,14,16208,1,13,6,"16,202.00",0.07,,,,,,,,,,,,,,,,,,,,,,"7,548.91",207.31,213.65,,,,,1.31,0.77,,,,,,,,,,,,
B05,#226,2,1,0,allGFP,401.65,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"8,033.07",,,413.57,389.86,15403,4455,10948,"2,423.00","2,767.00","2,032.00","8,181.00",140.66,2.49,,,2.59,2.39,3,,,,,shortREF,0.83,,,0.86,0.8,45.38,,,46.38,44.38,"3,571.74",694.84,"1,526.93",,,,,407.72,395.62,,,2.54,2.44,,,0.85,0.81,,,45.89,44.87
B05,#226,2,1,0,shortREF,483.41,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"9,668.26",,,496.73,470.24,15403,5190,10213,"2,423.00","2,767.00","2,032.00","8,181.00",140.66,,,,,,,,801.78,,,,,,,,,,,,,,"7,528.05",218.56,"2,681.48",,,,,490.19,476.67,,,,,,,,,,,,
C05,#227,1,1,1,shortREF,"9,205.14",OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"184,102.73",,,"10,434.86","8,292.07",12504,12499,5,0,"12,499.00",0,5,0,,,,,,,,473.72,,,,,,,,,,,,,,"7,073.98",242.67,"7,071.25",,,,,"9,780.51","8,710.22",,,,,,,,,,,,
C05,#227,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,12504,0,12504,0,"12,499.00",0,5,0,,,,,,,,,,,,,,,,,,,,,,0,"2,333.47","2,333.47",,,,,,,,,,,,,,,,,,
D05,#228,1,1,1,allGFP,213.05,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,261.00",,,221.17,204.98,16101,2667,13434,"1,788.00",929,879,"12,505.00",133.13,2.94,,,3.1,2.78,3,,"1,265.19",,,shortREF,0.98,,,1.03,0.93,49.49,,,50.83,48.15,"2,917.49",682.28,"1,052.52",,,,,217.19,208.93,,,3.02,2.86,,,1.01,0.95,,,50.17,48.81
D05,#228,1,1,1,shortREF,217.44,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,348.74",,,225.65,209.28,16101,2717,13384,"1,788.00",929,879,"12,505.00",133.13,,,,,,,,"1,682.64",,,,,,,,,,,,,,"6,840.31",221.06,"1,338.04",,,,,221.62,213.27,,,,,,,,,,,,
E05,#229,,1,0,allGFP,22.74,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,454.81,,,25.33,20.15,15462,296,15166,54,215,242,"14,951.00",3.85,3.3,,,3.85,2.76,3,,,,,shortREF,1.1,,,1.28,0.92,52.41,,,56.53,48.29,"3,737.82",676.31,734.92,,,,,24.06,21.42,,,3.58,3.03,,,1.19,1.01,,,54.51,50.31
E05,#229,,1,0,shortREF,20.65,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,412.96,,,23.12,18.18,15462,269,15193,54,215,242,"14,951.00",3.85,,,,,,,,,,,,,,,,,,,,,,"7,289.89",214.5,337.59,,,,,21.91,19.39,,,,,,,,,,,,
