Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A08,#153,1,1,1,longREF,311.55,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,230.90",,,320.49,302.67,20318,4727,15591,"1,998.00","2,729.00","1,180.00","14,411.00",107.52,,,,,,,,963.23,,,,,,,,,,,,,,"3,524.66",239.96,"1,004.15",,,,,316.1,307.01,,,,,,,,,,,,
A08,#153,1,1,1,HDR,200.11,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,002.17",,,207.1,193.16,20318,3178,17140,"1,998.00","2,729.00","1,180.00","14,411.00",107.52,1.28,,,1.34,1.23,2,,903.39,,,longREF,0.64,,,0.67,0.61,39.11,,,40.18,38.04,"1,426.23",694.67,809.09,,,,,203.67,196.56,,,1.31,1.26,,,0.66,0.63,,,39.66,38.56
B08,#154,1,1,1,longREF,102.49,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"2,049.77",,,107.3,97.7,21012,1753,19259,465,"1,288.00",577,"18,682.00",24.05,,,,,,,,889.41,,,,,,,,,,,,,,"3,592.01",235.35,515.4,,,,,104.94,100.04,,,,,,,,,,,,
B08,#154,1,1,1,HDR,59.84,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,196.77",,,63.48,56.21,21012,1042,19970,465,"1,288.00",577,"18,682.00",24.05,1.17,,,1.26,1.08,2,,898.02,,,longREF,0.58,,,0.63,0.54,36.86,,,38.65,35.08,"1,469.23",685.66,724.52,,,,,61.69,57.99,,,1.21,1.12,,,0.61,0.56,,,37.77,35.95
C08,#155,,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,4144,0,4144,0,0,0,"4,144.00",0,,,,,,,,,,,,,,,,,,,,,,0,168.62,168.62,,,,,,,,,,,,,,,,,,
C08,#155,,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,4144,0,4144,0,0,0,"4,144.00",0,,,,,,,,,,,,,,,,,,,,,,0,490.53,490.53,,,,,,,,,,,,,,,,,,
D08,#156,3,1,,longREF,646.26,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"12,925.24",,,660.14,632.54,20442,8640,11802,"2,177.00","6,463.00","1,072.00","10,730.00",91.6,,,,,,,,"1,013.40",,,,,,,,,,,,,,"3,623.05",234.46,"1,666.68",,,,,653.32,639.24,,,,,,,,,,,,
D08,#156,3,1,,HDR,203.63,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,072.69",,,210.67,196.64,20442,3249,17193,"2,177.00","6,463.00","1,072.00","10,730.00",91.6,0.63,,,0.66,0.6,2,,890.74,,,longREF,0.32,,,0.33,0.3,23.96,,,24.7,23.22,"1,375.56",677.06,788.08,,,,,207.22,200.06,,,0.64,0.62,,,0.32,0.31,,,24.34,23.58
E08,#157,2,1,,longREF,321.47,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,429.50",,,330.61,312.41,20184,4826,15358,"1,354.00","3,472.00","1,106.00","14,252.00",64.98,,,,,,,,897.97,,,,,,,,,,,,,,"3,394.97",238.95,993.55,,,,,326.13,316.84,,,,,,,,,,,,
E08,#157,2,1,,HDR,152.91,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,058.13",,,158.97,146.88,20184,2460,17724,"1,354.00","3,472.00","1,106.00","14,252.00",64.98,0.95,,,1,0.91,2,,888.98,,,longREF,0.48,,,0.5,0.45,32.23,,,33.3,31.17,"1,367.28",685.36,768.47,,,,,156,149.83,,,0.97,0.93,,,0.49,0.46,,,32.77,31.69
F08,#158,,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,20231,0,20231,0,0,0,"20,231.00",0,,,,,,,,,,,,,,,,,,,,,,0,234.96,234.96,,,,,,,,,,,,,,,,,,
F08,#158,,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,20231,0,20231,0,0,0,"20,231.00",0,,,,,,,,,,,,,,,,,,,,,,0,685.39,685.39,,,,,,,,,,,,,,,,,,
G08,#159,1,1,1,longREF,54.58,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,091.63",,,58.14,51.04,20051,909,19142,419,490,474,"18,668.00",24.1,,,,,,,,816.34,,,,,,,,,,,,,,"3,269.50",234.21,371.81,,,,,56.39,52.77,,,,,,,,,,,,
G08,#159,1,1,1,HDR,53.6,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,071.97",,,57.12,50.09,20051,893,19158,419,490,474,"18,668.00",24.1,1.96,,,2.15,1.78,2,,880.26,,,longREF,0.98,,,1.07,0.89,49.55,,,51.85,47.24,"1,407.94",678.44,710.93,,,,,55.39,51.81,,,2.06,1.87,,,1.03,0.94,,,50.72,48.37
H08,#160,3,1,,longREF,429.85,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"8,596.90",,,440.75,419.04,19921,6097,13824,"2,255.00","3,842.00","1,962.00","11,862.00",99.76,,,,,,,,"1,008.01",,,,,,,,,,,,,,"3,626.22",242.85,"1,278.36",,,,,435.39,424.32,,,,,,,,,,,,
H08,#160,3,1,,HDR,279.83,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,596.68",,,288.33,271.4,19921,4217,15704,"2,255.00","3,842.00","1,962.00","11,862.00",99.76,1.3,,,1.35,1.25,2,,926.99,,,longREF,0.65,,,0.68,0.63,39.43,,,40.37,38.49,"1,491.38",698.96,866.7,,,,,284.16,275.52,,,1.33,1.28,,,0.66,0.64,,,39.91,38.95
A09,#161,1,1,1,longREF,18.24,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,364.75,,,20.32,16.15,19113,294,18819,146,148,144,"18,675.00",8.95,,,,,,,,787.74,,,,,,,,,,,,,,"3,051.96",237.87,281.16,,,,,19.3,17.17,,,,,,,,,,,,
A09,#161,1,1,1,HDR,17.99,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,359.75,,,20.06,15.92,19113,290,18823,146,148,144,"18,675.00",8.95,1.97,,,2.29,1.65,2,,878.83,,,longREF,0.99,,,1.15,0.83,49.65,,,53.71,45.6,"1,348.65",689.38,699.38,,,,,19.04,16.93,,,2.14,1.81,,,1.07,0.9,,,51.72,47.59
B09,#162,1,1,1,longREF,375.6,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,512.09",,,385.63,365.66,20072,5486,14586,"3,286.00","2,200.00","1,859.00","12,727.00",188.02,,,,,,,,936.31,,,,,,,,,,,,,,"3,426.11",241.01,"1,111.55",,,,,380.71,370.52,,,,,,,,,,,,
B09,#162,1,1,1,HDR,348.42,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"6,968.33",,,358.01,338.9,20072,5145,14927,"3,286.00","2,200.00","1,859.00","12,727.00",188.02,1.86,,,1.93,1.78,2,,901.98,,,longREF,0.93,,,0.96,0.89,48.12,,,49.08,47.17,"1,422.43",690.94,878.44,,,,,353.3,343.55,,,1.89,1.82,,,0.95,0.91,,,48.61,47.64
C09,#163,2,1,,longREF,387.24,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,744.73",,,397.64,376.93,19325,5420,13905,"2,508.00","2,912.00","1,159.00","12,746.00",145.16,,,,,,,,971.88,,,,,,,,,,,,,,"3,525.67",236.93,"1,159.31",,,,,392.53,381.96,,,,,,,,,,,,
C09,#163,2,1,,HDR,247.55,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,951.00",,,255.6,239.55,19325,3667,15658,"2,508.00","2,912.00","1,159.00","12,746.00",145.16,1.28,,,1.33,1.22,2,,889.29,,,longREF,0.64,,,0.67,0.61,39,,,40,38,"1,404.55",681.43,818.65,,,,,251.65,243.46,,,1.31,1.25,,,0.65,0.63,,,39.51,38.49
D09,#164,1,1,1,longREF,262.67,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"5,253.42",,,270.91,254.49,19745,3951,15794,"1,955.00","1,996.00","1,792.00","14,002.00",105.89,,,,,,,,893.4,,,,,,,,,,,,,,"3,373.06",235.96,863.69,,,,,266.87,258.49,,,,,,,,,,,,
D09,#164,1,1,1,HDR,247.57,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,951.45",,,255.54,239.66,19745,3747,15998,"1,955.00","1,996.00","1,792.00","14,002.00",105.89,1.89,,,1.97,1.8,2,,893.5,,,longREF,0.94,,,0.98,0.9,48.52,,,49.64,47.4,"1,408.38",681.99,819.83,,,,,251.63,243.53,,,1.93,1.84,,,0.96,0.92,,,49.09,47.95
E09,#165,1,1,1,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,14803,0,14803,0,0,0,"14,803.00",0,,,,,,,,,,,,,,,,,,,,,,0,210.79,210.79,,,,,,,,,,,,,,,,,,
E09,#165,1,1,1,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,14803,0,14803,0,0,0,"14,803.00",0,,,,,,,,,,,,,,,,,,,,,,0,589.24,589.24,,,,,,,,,,,,,,,,,,
F09,#166,2,1,,longREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,13284,0,13284,0,0,0,"13,284.00",0,,,,,,,,,,,,,,,,,,,,,,0,216.83,216.83,,,,,,,,,,,,,,,,,,
F09,#166,2,1,,HDR,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13284,0,13284,0,0,0,"13,284.00",0,,,,,,,,,,,,,,,,,,,,,,0,606.12,606.12,,,,,,,,,,,,,,,,,,
G09,#167,3,1,,longREF,320.72,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,414.39",,,329.75,311.75,20569,4908,15661,"1,795.00","3,113.00","1,531.00","14,130.00",86.48,,,,,,,,906.07,,,,,,,,,,,,,,"3,220.67",235.93,948.12,,,,,325.32,316.14,,,,,,,,,,,,
G09,#167,3,1,,HDR,207.5,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,150.09",,,214.59,200.46,20569,3326,17243,"1,795.00","3,113.00","1,531.00","14,130.00",86.48,1.29,,,1.35,1.24,2,,885.67,,,longREF,0.65,,,0.68,0.62,39.28,,,40.34,38.23,"1,339.91",683.35,789.52,,,,,211.11,203.91,,,1.32,1.26,,,0.66,0.63,,,39.82,38.75
H09,#168,2,1,,longREF,328.12,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,562.40",,,337.86,318.46,18181,4425,13756,"1,758.00","2,667.00","1,159.00","12,597.00",102.19,,,,,,,,"1,004.12",,,,,,,,,,,,,,"3,557.51",239.48,"1,047.04",,,,,333.08,323.18,,,,,,,,,,,,
H09,#168,2,1,,HDR,205.74,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,114.82",,,213.24,198.29,18181,2917,15264,"1,758.00","2,667.00","1,159.00","12,597.00",102.19,1.25,,,1.31,1.2,2,,916.98,,,longREF,0.63,,,0.66,0.6,38.54,,,39.65,37.43,"1,455.82",690.45,813.25,,,,,209.56,201.93,,,1.28,1.22,,,0.64,0.61,,,39.1,37.97
A10,#169,3,1,,longREF,0.48,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,9.61,,,0.94,0.2,17146,7,17139,0,7,0,"17,139.00",0,,,,,,,,288.42,,,,,,,,,,,,,,419.71,217.59,217.67,,,,,0.69,0.32,,,,,,,,,,,,
