Well,Sample,T7,singleColony,imaging,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
E06,#141,3,1,,shortREF,955.16,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"19,103.28",,,979.23,931.58,11736,6525,5211,"3,887.00","2,638.00","1,578.00","3,633.00",312.96,,,,,,,,"1,547.59",,,,,,,,,,,,,,"7,383.37",222.56,"4,203.84",,,,,967.38,943.07,,,,,,,,,,,,
E06,#141,3,1,,allGFP,737.32,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"14,746.47",,,757.36,717.62,11736,5465,6271,"3,887.00","2,638.00","1,578.00","3,633.00",312.96,2.32,,,2.4,2.23,3,,,,,shortREF,0.77,,,0.8,0.74,43.56,,,44.47,42.66,"3,491.94",695.46,"1,997.67",,,,,747.51,727.23,,,2.36,2.27,,,0.79,0.76,,,44.03,43.1
F06,#142,1,1,1,shortREF,394.97,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,899.39",,,406.63,383.43,15762,4495,11267,"2,967.00","1,528.00","2,997.00","8,270.00",195.51,,,,,,,,,,,,,,,,,,,,,,"7,244.59",215.54,"2,220.08",,,,,400.9,389.07,,,,,,,,,,,,
F06,#142,1,1,1,allGFP,559.32,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"11,186.44",,,573.74,545.08,15762,5964,9798,"2,967.00","1,528.00","2,997.00","8,270.00",195.51,4.25,,,4.41,4.08,3,,,,,shortREF,1.42,,,1.47,1.36,58.61,,,59.56,57.67,"3,608.84",684.24,"1,790.84",,,,,566.66,552.03,,,4.33,4.16,,,1.44,1.39,,,59.09,58.13
G06,#143,,1,,shortREF,2.39,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,47.81,,,3.36,1.63,14778,30,14748,7,23,57,"14,691.00",0.55,,,,,,,,"1,263.98",,,,,,,,,,,,,,"6,779.24",214.61,227.93,,,,,2.85,1.98,,,,,,,,,,,,
G06,#143,,1,,allGFP,5.11,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,102.12,,,6.47,3.95,14778,64,14714,7,23,57,"14,691.00",0.55,6.41,,,9.21,3.61,3,,"1,124.09",,,shortREF,2.14,,,3.07,1.2,68.11,,,77.59,58.63,"3,736.31",678.92,692.16,,,,,5.77,4.5,,,7.82,4.99,,,2.61,1.66,,,72.91,63.31
H06,#144,2,1,,shortREF,194.85,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,897.08",,,202.58,187.18,16156,2466,13690,"1,040.00","1,426.00",860,"12,830.00",70.86,,,,,,,,"1,382.85",,,,,,,,,,,,,,"7,424.34",218.11,"1,318.04",,,,,198.79,190.93,,,,,,,,,,,,
H06,#144,2,1,,allGFP,147.19,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"2,943.85",,,153.83,140.59,16156,1900,14256,"1,040.00","1,426.00",860,"12,830.00",70.86,2.27,,,2.4,2.13,3,,,,,shortREF,0.76,,,0.8,0.71,43.03,,,44.5,41.56,"3,565.83",690.57,"1,028.71",,,,,150.58,143.82,,,2.34,2.2,,,0.78,0.73,,,43.78,42.28
A07,#145,1,1,1,shortREF,69.22,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,384.44",,,73.67,64.79,16363,935,15428,283,652,391,"15,037.00",19.29,,,,,,,,"1,403.67",,,,,,,,,,,,,,"7,301.51",212.75,617.81,,,,,71.49,66.96,,,,,,,,,,,,
A07,#145,1,1,1,allGFP,49.49,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,989.71,,,53.23,45.76,16363,674,15689,283,652,391,"15,037.00",19.29,2.14,,,2.36,1.93,3,,,,,shortREF,0.71,,,0.79,0.64,41.69,,,44.09,39.28,"3,699.96",671.75,796.48,,,,,51.39,47.58,,,2.25,2.04,,,0.75,0.68,,,42.92,40.46
B07,#146,1,1,1,shortREF,863.07,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"17,261.49",,,882.39,844.07,15684,8153,7531,"6,075.00","2,078.00","1,849.00","5,682.00",496.39,,,,,,,,,,,,,,,,,,,,,,"6,520.09",197.69,"3,484.26",,,,,872.89,853.34,,,,,,,,,,,,
B07,#146,1,1,1,allGFP,827.83,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"16,556.68",,,846.59,809.37,15684,7924,7760,"6,075.00","2,078.00","1,849.00","5,682.00",496.39,2.88,,,2.97,2.79,3,,,,,shortREF,0.96,,,0.99,0.93,48.96,,,49.75,48.17,"2,935.87",595.85,"1,778.10",,,,,837.37,818.38,,,2.92,2.83,,,0.97,0.94,,,49.36,48.56
C07,#147,,1,,shortREF,12.73,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,254.57,,,14.65,10.81,15705,169,15536,48,121,105,"15,431.00",3.54,,,,,,,,,,,,,,,,,,,,,,"7,132.56",211.95,286.42,,,,,13.71,11.75,,,,,,,,,,,,
C07,#147,,1,,allGFP,11.52,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,230.35,,,13.34,9.69,15705,153,15552,48,121,105,"15,431.00",3.54,2.71,,,3.31,2.12,3,,,,,shortREF,0.9,,,1.1,0.71,47.5,,,52.96,42.05,"3,672.69",672.58,701.81,,,,,12.45,10.59,,,3.02,2.41,,,1.01,0.8,,,50.29,44.72
D07,#148,3,1,,shortREF,910.68,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"18,213.59",,,931.73,890,14278,7694,6584,"2,914.00","4,780.00","1,163.00","5,421.00",166.91,,,,,,,,"1,090.95",,,,,,,,,,,,,,"7,286.13",216.22,"4,025.99",,,,,921.37,900.08,,,,,,,,,,,,
D07,#148,3,1,,allGFP,395.57,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,911.39",,,407.83,383.43,14278,4077,10201,"2,914.00","4,780.00","1,163.00","5,421.00",166.91,1.3,,,1.35,1.25,3,,,,,shortREF,0.43,,,0.45,0.42,30.28,,,31.09,29.47,"3,370.21",677.46,"1,446.36",,,,,401.81,389.36,,,1.33,1.28,,,0.44,0.43,,,30.7,29.87
E07,#149,1,1,1,shortREF,235.51,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"4,710.13",,,244.63,226.45,14271,2589,11682,"1,564.00","1,025.00","2,493.00","9,189.00",111.09,,,,,,,,"1,242.82",,,,,,,,,,,,,,"6,913.74",204.19,"1,421.42",,,,,240.15,230.88,,,,,,,,,,,,
E07,#149,1,1,1,allGFP,393.49,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,869.89",,,405.72,381.39,14271,4057,10214,"1,564.00","1,025.00","2,493.00","9,189.00",111.09,5.01,,,5.26,4.76,3,,,,,shortREF,1.67,,,1.75,1.59,62.56,,,63.72,61.4,"3,531.04",643.41,"1,464.32",,,,,399.72,387.3,,,5.14,4.89,,,1.71,1.63,,,63.15,61.97
F07,#150,2,1,,shortREF,593.88,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"11,877.54",,,608.31,579.62,16974,6728,10246,"3,428.00","3,300.00","1,869.00","8,377.00",203.13,,,,,,,,,,,,,,,,,,,,,,"7,386.38",218.84,"3,059.84",,,,,601.22,586.58,,,,,,,,,,,,
F07,#150,2,1,,allGFP,440.07,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"8,801.45",,,452.05,428.21,16974,5297,11677,"3,428.00","3,300.00","1,869.00","8,377.00",203.13,2.22,,,2.3,2.14,3,,,,,shortREF,0.74,,,0.77,0.71,42.56,,,43.45,41.68,"3,449.58",691.55,"1,552.24",,,,,446.17,434.01,,,2.26,2.18,,,0.75,0.73,,,43.01,42.11
G07,#151,1,1,1,shortREF,382.28,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,645.58",,,393.15,371.51,17428,4835,12593,"3,416.00","1,419.00","1,685.00","10,908.00",238.4,,,,,,,,"1,146.22",,,,,,,,,,,,,,"7,360.39",216.92,"2,198.71",,,,,387.81,376.77,,,,,,,,,,,,
G07,#151,1,1,1,allGFP,407.4,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"8,147.91",,,418.69,396.21,17428,5101,12327,"3,416.00","1,419.00","1,685.00","10,908.00",238.4,3.2,,,3.32,3.07,3,,,,,shortREF,1.07,,,1.11,1.02,51.59,,,52.58,50.6,"3,518.78",686.99,"1,515.83",,,,,413.14,401.68,,,3.26,3.13,,,1.09,1.04,,,52.09,51.09
H07,#152,1,1,1,shortREF,532.56,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"10,651.17",,,546.73,518.55,15332,5582,9750,"2,863.00","2,719.00","1,513.00","8,237.00",196.97,,,,,,,,"1,478.04",,,,,,,,,,,,,,"7,199.46",212.18,"2,756.07",,,,,539.77,525.39,,,,,,,,,,,,
H07,#152,1,1,1,allGFP,395.36,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"7,907.17",,,407.19,383.65,15332,4376,10956,"2,863.00","2,719.00","1,513.00","8,237.00",196.97,2.23,,,2.32,2.14,3,,,,,shortREF,0.74,,,0.77,0.71,42.61,,,43.58,41.63,"3,422.10",674.83,"1,458.94",,,,,401.38,389.37,,,2.27,2.18,,,0.76,0.73,,,43.1,42.11
A08,#153,1,1,1,shortREF,349.9,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"6,997.99",,,360.75,339.15,15797,4064,11733,"1,783.00","2,281.00",942,"10,791.00",124.3,,,,,,,,"1,264.10",,,,,,,,,,,,,,"7,265.65",211.29,"2,026.12",,,,,355.42,344.4,,,,,,,,,,,,
A08,#153,1,1,1,allGFP,222.76,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"4,455.24",,,231.17,214.41,15797,2725,13072,"1,783.00","2,281.00",942,"10,791.00",124.3,1.91,,,2,1.82,3,,,,,shortREF,0.64,,,0.67,0.61,38.9,,,40.06,37.74,"3,381.46",670.02,"1,137.75",,,,,227.04,218.5,,,1.96,1.86,,,0.65,0.62,,,39.49,38.31
B08,#154,1,1,1,shortREF,183.42,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"3,668.32",,,191.29,175.59,14561,2102,12459,923,"1,179.00",953,"11,506.00",68.65,,,,,,,,860.94,,,,,,,,,,,,,,"6,055.41",180.56,"1,028.64",,,,,187.43,179.42,,,,,,,,,,,,
B08,#154,1,1,1,allGFP,162.27,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"3,245.33",,,169.64,154.94,14561,1876,12685,923,"1,179.00",953,"11,506.00",68.65,2.65,,,2.82,2.49,3,,,,,shortREF,0.88,,,0.94,0.83,46.94,,,48.49,45.39,"2,945.82",557.24,864.97,,,,,166.02,158.52,,,2.74,2.57,,,0.91,0.86,,,47.73,46.15
C08,#155,,1,,shortREF,0.87,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,17.37,,,1.49,0.45,14910,11,14899,3,8,6,"14,893.00",0.24,,,,,,,,,,,,,,,,,,,,,,"7,272.71",210.89,216.1,,,,,1.16,0.63,,,,,,,,,,,,
C08,#155,,1,,allGFP,0.71,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,14.21,,,1.29,0.34,14910,9,14901,3,8,6,"14,893.00",0.24,2.45,,,4.66,0.25,3,,,,,shortREF,0.82,,,1.55,0.08,45,,,67.24,22.76,"3,541.50",681.77,683.5,,,,,0.98,0.5,,,3.56,1.34,,,1.19,0.45,,,56.19,33.8
D08,#156,3,1,,shortREF,675.56,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"13,511.15",,,691.4,659.92,16653,7275,9378,"2,554.00","4,721.00","1,318.00","8,060.00",133.15,,,,,,,,,,,,,,,,,,,,,,"7,489.61",218.81,"3,395.12",,,,,683.61,667.56,,,,,,,,,,,,
D08,#156,3,1,,allGFP,311.33,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"6,226.60",,,321.21,301.54,16653,3872,12781,"2,554.00","4,721.00","1,318.00","8,060.00",133.15,1.38,,,1.44,1.33,3,,,,,shortREF,0.46,,,0.48,0.44,31.55,,,32.39,30.7,"3,596.91",696.47,"1,370.85",,,,,316.36,306.32,,,1.41,1.35,,,0.47,0.45,,,31.98,31.11
E08,#157,2,1,,shortREF,396.16,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,923.21",,,407.52,384.91,16663,4764,11899,"2,055.00","2,709.00","1,355.00","10,544.00",127.14,,,,,,,,"1,413.35",,,,,,,,,,,,,,"7,372.94",216.69,"2,262.68",,,,,401.94,390.41,,,,,,,,,,,,
E08,#157,2,1,,allGFP,269.37,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,387.45",,,278.47,260.35,16663,3410,13253,"2,055.00","2,709.00","1,355.00","10,544.00",127.14,2.04,,,2.13,1.95,3,,,,,shortREF,0.68,,,0.71,0.65,40.47,,,41.54,39.41,"3,525.25",691.53,"1,271.44",,,,,274,264.76,,,2.09,1.99,,,0.7,0.66,,,41.02,39.93
F08,#158,,1,,shortREF,6.62,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,132.5,,,8.17,5.29,14603,82,14521,24,58,62,"14,459.00",1.92,,,,,,,,,,,,,,,,,,,,,,"7,244.69",215.9,255.37,,,,,7.38,5.92,,,,,,,,,,,,
F08,#158,,1,,allGFP,6.95,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,138.98,,,8.53,5.58,14603,86,14517,24,58,62,"14,459.00",1.92,3.15,,,4.1,2.19,3,,,,,shortREF,1.05,,,1.37,0.73,51.19,,,58.79,43.6,"3,810.90",689.96,708.34,,,,,7.72,6.23,,,3.63,2.66,,,1.21,0.89,,,55.05,47.34
G08,#159,1,1,1,shortREF,89.04,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,780.78",,,94.2,83.9,15736,1147,14589,534,613,506,"14,083.00",38.91,,,,,,,,"1,337.59",,,,,,,,,,,,,,"7,373.53",214.96,736.75,,,,,91.67,86.41,,,,,,,,,,,,
G08,#159,1,1,1,allGFP,80.44,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,608.84",,,85.34,75.56,15736,1040,14696,534,613,506,"14,083.00",38.91,2.71,,,2.94,2.48,3,,,,,shortREF,0.9,,,0.98,0.83,47.46,,,49.56,45.37,"3,520.04",683.26,870.74,,,,,82.94,77.95,,,2.83,2.59,,,0.94,0.86,,,48.53,46.4
H08,#160,3,1,,shortREF,492.84,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"9,856.74",,,506.92,478.92,14113,4830,9283,"2,772.00","2,058.00","2,783.00","6,500.00",169.23,,,,,,,,"1,460.32",,,,,,,,,,,,,,"7,431.33",220.12,"2,688.07",,,,,500,485.72,,,,,,,,,,,,
H08,#160,3,1,,allGFP,588.51,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"11,770.11",,,604.25,572.97,14113,5555,8558,"2,772.00","2,058.00","2,783.00","6,500.00",169.23,3.58,,,3.72,3.44,3,,,,,shortREF,1.19,,,1.24,1.15,54.42,,,55.39,53.46,"3,754.23",697.53,"1,900.67",,,,,596.51,580.55,,,3.65,3.51,,,1.22,1.17,,,54.92,53.93
A09,#161,1,1,1,shortREF,52.69,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"1,053.71",,,56.46,48.93,17171,752,16419,358,394,476,"15,943.00",23.96,,,,,,,,,,,,,,,,,,,,,,"6,889.17",208.68,501.25,,,,,54.61,50.77,,,,,,,,,,,,
A09,#161,1,1,1,allGFP,58.58,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"1,171.52",,,62.56,54.61,17171,834,16337,358,394,476,"15,943.00",23.96,3.34,,,3.66,3.01,3,,,,,shortREF,1.11,,,1.22,1,52.65,,,55.1,50.19,"3,410.99",665.79,799.13,,,,,60.61,56.55,,,3.5,3.17,,,1.17,1.06,,,53.9,51.39
B09,#162,1,1,1,shortREF,558.55,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"11,170.93",,,572.8,544.46,16086,6080,10006,"4,224.00","1,856.00","1,681.00","8,325.00",321.77,,,,,,,,"1,051.82",,,,,,,,,,,,,,"6,343.95",189.5,"2,515.69",,,,,565.8,551.34,,,,,,,,,,,,
B09,#162,1,1,1,allGFP,538.15,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"10,762.97",,,552.08,524.38,16086,5905,10181,"4,224.00","1,856.00","1,681.00","8,325.00",321.77,2.89,,,2.99,2.79,3,,,,,shortREF,0.96,,,1,0.93,49.07,,,49.97,48.17,"2,864.50",581.49,"1,419.56",,,,,545.23,531.11,,,2.94,2.84,,,0.98,0.95,,,49.53,48.61
C09,#163,2,1,,shortREF,420.19,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"8,403.71",,,431.87,408.61,16871,5067,11804,"2,484.00","2,583.00",860,"10,944.00",170.9,,,,,,,,,,,,,,,,,,,,,,"7,198.23",208.7,"2,307.92",,,,,426.13,414.27,,,,,,,,,,,,
C09,#163,2,1,,allGFP,259.89,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"5,197.85",,,268.75,251.1,16871,3344,13527,"2,484.00","2,583.00",860,"10,944.00",170.9,1.86,,,1.94,1.77,3,,,,,shortREF,0.62,,,0.65,0.59,38.22,,,39.25,37.18,"3,282.00",669.83,"1,187.59",,,,,264.4,255.4,,,1.9,1.81,,,0.63,0.6,,,38.74,37.69
D09,#164,1,1,1,shortREF,389.86,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"7,797.24",,,401.1,378.73,16698,4710,11988,"3,229.00","1,481.00","2,580.00","9,408.00",217.87,,,,,,,,"1,343.71",,,,,,,,,,,,,,"7,166.16",211.46,"2,173.17",,,,,395.58,384.17,,,,,,,,,,,,
D09,#164,1,1,1,allGFP,502.98,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"10,059.67",,,516.09,490.02,16698,5809,10889,"3,229.00","1,481.00","2,580.00","9,408.00",217.87,3.87,,,4.02,3.72,3,,,,,shortREF,1.29,,,1.34,1.24,56.33,,,57.29,55.38,"3,457.77",674.55,"1,642.79",,,,,509.65,496.35,,,3.95,3.79,,,1.32,1.26,,,56.82,55.85
E09,#165,1,1,1,shortREF,No Call,CHECK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,10838,0,10838,0,0,0,"10,838.00",0,,,,,,,,,,,,,,,,,,,,,,0,192.18,192.18,,,,,,,,,,,,,,,,,,
E09,#165,1,1,1,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,10838,0,10838,0,0,0,"10,838.00",0,,,,,,,,,,,,,,,,,,,,,,0,580.62,580.62,,,,,,,,,,,,,,,,,,
F09,#166,2,1,,shortREF,0.89,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,17.74,,,1.56,0.44,13269,10,13259,0,10,0,"13,259.00",0,,,,,,,,270.66,,,,,,,,,,,,,,337.84,200.96,201.06,,,,,1.2,0.63,,,,,,,,,,,,
F09,#166,2,1,,allGFP,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,13269,0,13269,0,10,0,"13,259.00",0,,,,,,,,,,,,,,,,,,,,,,0,608.72,608.72,,,,,,,,,,,,,,,,,,
G09,#167,3,1,,shortREF,497.78,OK,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),FAM,"9,955.67",,,510.67,485.04,17061,5886,11175,"3,110.00","2,776.00","2,159.00","9,016.00",181.99,,,,,,,,"1,365.87",,,,,,,,,,,,,,"7,334.70",216.98,"2,672.58",,,,,504.34,491.26,,,,,,,,,,,,
G09,#167,3,1,,allGFP,434.56,OK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,"8,691.15",,,446.42,422.82,17061,5269,11792,"3,110.00","2,776.00","2,159.00","9,016.00",181.99,2.62,,,2.72,2.52,3,,,,,shortREF,0.87,,,0.91,0.84,46.61,,,47.54,45.68,"3,405.97",694.97,"1,532.21",,,,,440.59,428.55,,,2.67,2.57,,,0.89,0.86,,,47.08,46.13
